CustomerModuleId|ModuleCombination|ValidationCode|CustomerId|DateCreated|UserId
48683|115|ED-D4-88-7E-DC-21-A2-2B-67-E8-14-22|6612|2021-08-11 13:39:03.957000000|560
48695|113|6F-A2-1E-FF-3B-3F-C3-21-79-C7-27-12|6311|2021-08-11 14:37:38.867000000|6349
48894|115|50-BD-66-FB-00-74-96-71-18-49-71-1B|6490|2021-08-13 10:16:10.007000000|560
48898|65651|7F-39-F8-03-2D-6C-48-A4-66-27-D5-6E|8089|2021-08-13 10:31:26.317000000|263
48935|123|10-AA-76-05-3F-A6-3B-B4-EF-18-2D-FA|400|2021-08-13 13:38:15.337000000|310
48939|49|1C-E2-20-44-98-A8-43-F5-A9-28-4B-80|2401|2021-08-13 13:50:41.550000000|6349
48949|16497|03-D7-DC-65-C4-4C-FC-F3-03-DC-71-76|7795|2021-08-13 14:46:19.567000000|560
49165|114|7E-73-88-72-56-9A-3B-C2-FF-67-D3-87|6550|2021-08-17 14:25:06.083000000|560
49284|115|A2-17-62-B6-EE-D2-C7-6E-ED-EE-ED-2A|8105|2021-08-18 12:35:06.860000000|263
49335|115|04-56-83-FE-81-1D-B2-80-4E-30-19-4E|6495|2021-08-18 14:18:00.313000000|267
49348|115|40-6A-D0-7B-D1-A0-17-80-8E-A9-B4-16|6572|2021-08-18 15:10:05.813000000|6349
49349|113|2C-D3-50-12-F6-C8-32-07-A2-EE-02-18|6573|2021-08-18 15:12:42.250000000|6349
49369|113|C8-E6-00-DB-33-63-10-AF-90-6E-81-A5|1934|2021-08-18 16:30:39.697000000|267
49440|1139|9F-FC-B1-91-82-ED-8F-3B-9A-54-7B-7F|2644|2021-08-19 11:35:58.340000000|7578
49450|113|8B-82-3E-CD-1F-60-64-8D-94-29-D7-FA|1222|2021-08-19 12:55:29.793000000|261
49451|113|84-CF-77-92-24-09-8A-E3-E3-84-7C-DF|1801|2021-08-19 12:55:43.780000000|261
49453|113|EB-08-F1-54-B0-E7-06-E1-04-F2-94-77|1139|2021-08-19 13:04:16.860000000|261
49454|113|36-8A-0C-74-5F-5A-AD-B3-89-76-F1-10|1213|2021-08-19 13:04:26.953000000|261
49509|113|0B-08-D9-FD-A3-FC-B1-3D-81-CC-2D-A0|1773|2021-08-19 18:18:33.117000000|7577
49522|114|20-58-DF-22-5A-D9-21-BC-C2-8A-23-6F|2455|2021-08-19 20:19:39.440000000|296
49564|115|BC-AA-8C-6E-84-79-4F-AF-E2-28-A0-45|6760|2021-08-20 12:35:22.397000000|265
49566|2097267|BB-82-05-79-D6-C6-7C-6E-9D-EF-9A-FE|6450|2021-08-20 13:14:33.600000000|560
49618|1|66-AE-6D-2D-4D-40-D0-F7-56-85-7B-2B|673|2021-08-20 14:58:44.913000000|296
49657|117|FE-BD-39-B8-FC-97-CE-C6-CB-90-49-64|1323|2021-08-20 15:55:34.677000000|296
49680|115|BE-D3-5E-38-96-7B-EC-9B-60-0C-D7-E6|1333|2021-08-20 16:15:11.520000000|296
49812|113|C2-BA-3E-35-FB-2A-75-D4-C8-25-21-9C|6473|2021-08-23 15:08:21.073000000|560
49826|113|45-83-C6-91-53-4D-9F-AC-42-41-59-C1|426|2021-08-23 15:35:22.703000000|296
49835|113|CF-A9-5A-C4-18-BE-3D-85-E8-65-76-7D|1364|2021-08-23 15:59:33.663000000|296
49839|113|5A-D5-C5-93-A0-0D-A9-D7-8E-C1-42-5D|1843|2021-08-23 16:04:03.537000000|296
49931|114|45-3C-B5-6A-97-17-DB-15-70-95-9B-5B|81|2021-08-24 13:30:47.600000000|296
50016|119|F9-4A-7A-5E-73-BE-0D-91-A2-58-06-B7|399|2021-08-24 18:54:00.357000000|296
50018|113|CF-43-D9-B9-6E-21-8B-5D-C8-7C-6D-E3|1054|2021-08-24 18:55:59.300000000|296
50029|115|7D-D3-67-6E-F7-3F-7F-A5-60-D2-95-71|1581|2021-08-24 19:56:47.900000000|6349
50066|113|23-78-57-E5-12-4A-23-7B-9D-0B-DC-0D|2592|2021-08-25 12:22:18.030000000|560
50127|115|40-8D-3E-1B-C3-BB-FB-DD-D3-0A-78-DE|6584|2021-08-25 20:14:53.687000000|6349
50183|113|01-4C-D5-D0-43-62-1D-36-85-4A-4E-19|6515|2021-08-26 14:18:42.417000000|296
50270|1|9B-88-44-EC-37-D6-7F-2B-8E-2A-D1-E0|606|2021-08-27 10:39:35.977000000|284
50296|113|7B-99-68-FA-23-E0-47-A2-2B-DB-23-A3|6225|2021-08-27 13:04:58.990000000|296
50505|113|F8-2A-39-32-D0-22-E8-EE-9B-6E-E1-19|466|2021-08-30 16:14:37.303000000|263
50508|115|BE-28-06-64-70-EC-8E-50-70-BF-3B-D5|2816|2021-08-30 16:15:47.957000000|263
50510|115|04-27-BD-22-DA-CC-18-C9-77-D3-A0-28|2817|2021-08-30 16:17:11.853000000|263
50544|115|52-AF-C6-82-EF-EB-9A-94-4C-4E-F3-06|1232|2021-08-30 17:01:09.687000000|539
50573|113|E7-F6-79-E7-FA-F8-6F-91-17-43-B9-5B|8157|2021-08-30 20:08:34.153000000|369
50627|121|57-B6-6C-36-FC-E5-1A-23-8C-1B-12-B7|1647|2021-08-31 13:41:49.413000000|296
50630|113|A1-AC-0A-2E-23-4C-2C-EF-7D-74-D6-7A|2940|2021-08-31 13:43:13.910000000|296
50751|49|CD-F3-6C-55-06-32-3F-87-62-5E-69-C5|7991|2021-09-01 14:48:09.280000000|470
50762|123|E0-5B-24-F4-BE-24-09-E5-E5-AD-70-E0|8058|2021-09-01 15:39:01.840000000|284
50839|4211|9B-4E-38-60-68-A7-31-9E-B6-22-0D-16|2600|2021-09-02 11:42:20.580000000|560
50848|115|50-88-A2-5E-F6-76-2B-19-B1-5B-29-FB|8012|2021-09-02 12:25:00.283000000|8279
50917|65651|A4-95-39-2A-1A-99-25-E2-33-91-19-93|6721|2021-09-02 20:30:10.837000000|7577
50967|65651|BA-B5-A3-C9-B8-E6-4C-92-B1-5F-93-1C|7823|2021-09-03 14:25:45.223000000|263
50984|65650|C9-DA-53-4F-25-33-22-23-F1-34-0B-60|5200|2021-09-03 16:05:45.117000000|7578
51007|113|83-F1-13-8B-20-A1-ED-D0-CE-AF-55-EE|8194|2021-09-03 17:10:55.243000000|273
51012|49|E5-ED-EF-F4-3B-A5-D6-C7-F0-16-F4-FA|5017|2021-09-03 17:17:09.200000000|296
51218|113|0E-B2-5B-FD-84-A9-C9-0A-6A-88-19-AE|7848|2021-09-07 10:09:03.387000000|560
51231|113|8E-93-DC-B6-0E-AC-07-4B-1E-BD-EB-29|6324|2021-09-07 11:24:37.280000000|560
51264|115|53-B7-D2-C7-9F-E0-B2-24-2B-06-D7-56|7907|2021-09-07 13:04:14.343000000|296
51289|115|25-3D-DE-FF-42-28-6F-E5-97-DC-E5-DB|8066|2021-09-07 14:31:38.137000000|310
51314|1137|F8-3A-FE-30-5F-B1-12-61-44-95-85-FA|6244|2021-09-07 15:07:03.060000000|267
51353|113|AC-7B-77-E1-00-63-23-2F-04-BE-5C-1B|1835|2021-09-07 17:17:38.410000000|7578
51416|113|2E-70-7D-A4-87-3E-7E-F4-C6-45-03-FC|8054|2021-09-08 12:21:23.450000000|267
51456|119|97-62-66-86-D3-07-43-D3-79-C9-72-CB|1310|2021-09-08 14:48:20.283000000|263
51505|113|CA-88-9B-81-E9-8B-23-88-CE-CF-EC-4A|6636|2021-09-08 18:39:18.113000000|6349
51509|115|B1-0E-D5-BB-65-AC-F7-30-64-36-08-C5|5155|2021-09-08 19:32:29.540000000|502
51551|113|A0-A9-82-15-98-9A-A7-78-E0-25-B0-53|7861|2021-09-09 12:00:31.817000000|296
51559|123|ED-A9-66-B4-E9-4C-9C-88-C0-45-68-E7|272|2021-09-09 12:23:02.783000000|296
51616|17521|1B-47-90-4D-8E-CD-21-2C-A1-27-76-99|2368|2021-09-09 16:26:07.873000000|539
51709|66675|56-77-02-09-E6-1A-08-F5-69-80-77-67|2414|2021-09-10 13:10:40.060000000|470
51762|115|47-36-D3-73-94-C5-BB-17-DA-0F-C6-A1|1517|2021-09-10 16:36:40.703000000|6349
51842|115|27-7D-61-05-3B-DC-F5-98-D5-C2-36-A1|1055|2021-09-11 11:38:39.590000000|6349
51905|113|52-E3-90-9D-F9-4C-63-0B-26-1D-B9-33|6667|2021-09-13 13:59:24.227000000|6349
52036|2097267|A2-52-44-11-E7-1C-4C-6C-1F-07-B7-F6|1416|2021-09-14 12:10:16.113000000|267
52070|113|99-5D-08-A3-A3-82-B1-89-29-13-44-99|6326|2021-09-14 15:45:36.643000000|310
52097|113|E3-38-78-EB-C9-37-7B-C2-17-53-47-23|2902|2021-09-14 17:43:19.990000000|7822
52169|113|AA-CA-95-A0-64-D6-5D-F8-73-6B-7B-92|6559|2021-09-15 13:14:49.497000000|560
52253|113|DA-12-00-94-26-89-77-8A-3E-FD-88-84|2149|2021-09-16 11:42:27.037000000|560
52280|114|57-43-A1-0E-CD-CB-6F-C4-77-FB-18-25|827|2021-09-16 13:21:23.657000000|6349
52297|49|39-B3-41-7B-12-37-94-24-73-4D-DE-DA|6212|2021-09-16 15:11:34.653000000|560
52344|115|FA-6B-01-51-00-04-F5-F6-74-8D-B6-9D|8250|2021-09-16 17:52:30.947000000|7577
52399|115|88-C4-CC-ED-F6-40-9B-0C-02-D7-44-5F|8249|2021-09-17 11:33:45.357000000|310
52527|65651|C6-03-67-9D-EA-D4-7A-AB-D1-92-21-0D|2552|2021-09-18 11:51:13.700000000|470
52548|115|11-AC-A1-EA-73-C1-32-7B-6D-C0-17-35|6714|2021-09-18 14:04:15.693000000|6349
52566|113|9B-2C-27-27-48-FA-87-B1-5F-13-F8-24|2534|2021-09-18 14:55:36.597000000|310
52592|4209|2F-23-0F-59-8E-94-B1-1B-82-A8-0D-2E|2688|2021-09-18 22:26:32.993000000|263
52593|49|27-DC-01-26-DE-AD-D3-7C-37-83-8F-5D|3957|2021-09-18 22:27:36.770000000|263
52645|115|F5-02-72-74-12-5C-22-82-21-8C-D3-2F|7975|2021-09-20 11:56:07.260000000|7821
52653|115|87-89-E7-34-69-18-7B-38-A0-51-75-03|7863|2021-09-20 12:41:19.783000000|275
52675|65651|2C-A8-2E-C5-71-25-30-BF-16-4D-CC-AE|8255|2021-09-20 15:12:26.470000000|539
52681|119|67-16-28-07-4F-3F-A9-1F-C8-1A-39-A3|2176|2021-09-20 15:28:59.313000000|296
52699|115|BE-93-1A-C8-C8-86-E0-F3-44-C0-81-7C|8201|2021-09-20 17:01:03.750000000|8280
52700|49|F7-73-31-3C-E5-79-B2-9A-DE-95-32-F0|7982|2021-09-20 17:25:47.540000000|296
52701|113|00-A2-CC-07-D3-E4-84-52-0A-BE-77-F3|6790|2021-09-20 17:25:58.207000000|296
52702|49|C5-56-FB-71-34-27-E5-98-FD-D1-43-29|6674|2021-09-20 17:26:09.153000000|296
52703|49|77-7F-F6-F1-BE-9B-DD-EC-CB-F9-30-16|6435|2021-09-20 17:26:21.483000000|296
52704|49|87-B4-A0-20-83-1E-1A-F3-B2-15-48-F0|3952|2021-09-20 17:26:35.273000000|296
52708|65651|62-EA-0B-66-F3-F2-67-3C-A4-4D-83-39|5045|2021-09-20 17:39:15.300000000|296
52709|113|B1-17-2F-1B-BF-CF-65-B8-D3-6A-6C-67|6724|2021-09-20 17:41:02.910000000|296
52716|49|65-1E-56-36-2E-99-BB-FB-97-52-16-18|1672|2021-09-20 18:02:12.620000000|296
52719|115|02-45-E8-C2-4E-F9-18-A2-CB-68-82-CA|6754|2021-09-20 18:54:57.093000000|7577
52766|121|45-F7-63-EE-94-BD-F3-34-F6-19-65-1D|2801|2021-09-21 12:37:52.397000000|296
52803|114|30-F7-5F-17-71-47-DC-B6-AC-EA-10-0B|526|2021-09-21 14:22:58.130000000|6349
52918|65651|70-FE-60-91-32-D8-E1-9A-3E-35-BD-83|8223|2021-09-22 13:40:46.663000000|275
52985|115|82-3D-E9-A5-C3-E7-9E-B5-23-3D-29-D3|7868|2021-09-23 11:00:09.293000000|267
53028|1137|27-EB-43-BE-D1-0D-72-09-D7-24-90-89|6489|2021-09-23 15:21:52.473000000|261
53161|113|AD-8F-8C-83-09-53-28-93-8B-CD-FD-4F|2809|2021-09-24 16:54:45.830000000|7822
53242|115|CB-3E-E1-D4-E3-0A-E1-2B-34-2C-09-DC|1135|2021-09-26 21:35:08.913000000|296
54323|113|CA-BC-12-4F-A0-CC-60-3F-1A-15-24-97|2008|2021-09-28 08:22:03.493000000|560
54352|119|1C-46-95-47-89-4B-DD-2B-0E-CD-E7-CF|1774|2021-09-28 13:15:15.303000000|263
54401|49|21-14-5E-84-97-18-59-98-D5-87-10-EC|6762|2021-09-28 16:58:26.350000000|7577
54489|115|79-5D-44-F7-6D-BC-98-BE-D3-CC-68-D1|1008|2021-09-29 13:08:55.893000000|7821
54490|113|39-1B-53-B2-BD-F4-B2-A6-28-4F-49-A3|6616|2021-09-29 13:11:53.853000000|7821
54491|113|7C-D6-9A-95-71-DE-4D-78-67-2B-5A-52|6426|2021-09-29 13:13:00.083000000|7821
54631|49|38-E4-EA-9C-A3-F3-59-D6-AC-24-9A-E2|2446|2021-09-30 13:49:51.420000000|310
54652|115|18-ED-31-8E-C2-FD-12-7E-88-40-57-6E|6680|2021-09-30 16:01:58.753000000|6349
54791|57|10-BD-9C-D2-8E-C7-EE-57-EC-EC-E2-1B|8246|2021-10-01 20:54:39.197000000|296
54894|49|A2-D1-1D-B3-AF-D9-E6-44-EC-B7-3E-1D|2942|2021-10-04 12:56:46.393000000|470
54905|113|D9-C4-46-CF-5F-AE-9D-D5-4A-37-1A-96|1493|2021-10-04 13:12:28.330000000|263
54935|115|05-AB-80-A0-DE-70-F0-BE-C2-D1-FD-EE|8199|2021-10-04 18:06:08.963000000|8280
55101|16497|2A-FD-3E-E7-0C-99-53-C4-EF-34-29-CD|2433|2021-10-05 20:19:13.267000000|296
55104|115|C3-F3-7A-42-D5-3C-D1-F4-7E-1A-9D-F3|5187|2021-10-05 20:41:31.520000000|296
55169|115|8C-E2-F9-9D-73-31-22-79-9B-BA-49-8C|8019|2021-10-06 13:53:21.377000000|265
55171|113|E3-1B-A7-FB-CC-09-C6-B0-49-DE-86-5D|7860|2021-10-06 14:28:32.113000000|560
55272|49|F6-56-76-4D-D7-B7-FE-8E-20-D6-1B-B9|823|2021-10-07 11:35:26.230000000|289
55286|114|41-FE-22-80-48-13-F5-7F-1A-B5-AF-8D|2588|2021-10-07 13:53:45.157000000|7578
56588|1137|E8-23-3F-53-A0-6E-35-39-12-80-6C-6B|6733|2021-10-12 18:32:27.553000000|267
56617|49|57-AF-42-A5-8D-FD-F5-04-0D-82-FF-CD|6659|2021-10-13 11:09:47.960000000|310
56699|113|D8-15-FD-2A-EF-29-AD-2C-6A-B5-3D-A6|6614|2021-10-13 17:34:10.820000000|296
56714|115|37-3F-15-B4-2D-D9-0D-63-5C-80-46-F0|2260|2021-10-13 18:35:43.823000000|6349
56785|115|15-50-39-C9-35-7B-AC-17-AD-15-55-76|1790|2021-10-14 13:43:01.503000000|6349
56882|49|CE-34-F3-AB-A3-F3-92-DC-EF-AE-56-F9|6332|2021-10-15 11:42:55.970000000|310
56887|16497|5E-92-A7-D4-52-D8-D9-05-77-F3-1F-BD|5149|2021-10-15 12:08:02.140000000|470
57086|65651|91-8D-9A-3A-2B-72-3D-F3-84-51-BA-CA|2632|2021-10-16 23:40:31.683000000|263
57119|115|0A-24-5D-27-7B-19-37-D8-7C-4D-7A-3D|6365|2021-10-18 10:25:18.723000000|296
57121|113|EB-6D-D2-C7-3C-87-92-69-E7-38-D3-54|7851|2021-10-18 10:30:02.250000000|296
57124|115|92-51-4C-3D-77-0C-AC-AF-B7-8C-9E-2B|7969|2021-10-18 10:31:33.610000000|296
57131|119|FF-32-95-7A-03-03-08-2C-2E-9D-17-32|1618|2021-10-18 10:48:24.667000000|296
57227|4194417|29-10-54-5C-8E-61-3D-CB-4D-20-B7-C7|8332|2021-10-18 19:13:58.763000000|296
57277|115|7F-7E-F5-74-A2-6A-BB-31-94-DD-A1-B2|6658|2021-10-19 11:41:53.740000000|560
57292|2162803|F1-0B-C9-D4-F0-E3-43-DD-39-96-F5-28|8333|2021-10-19 12:30:08.027000000|273
57417|113|48-6E-78-67-90-23-03-45-DE-4A-65-C8|7902|2021-10-20 12:44:56.823000000|7578
57468|115|A6-F5-09-79-2B-70-87-BB-E2-D9-A7-2D|7889|2021-10-20 15:19:56.377000000|7822
57470|1137|74-38-DA-46-E8-1F-00-A0-3B-53-D0-BB|780|2021-10-20 15:31:47.657000000|310
57589|49|D7-3E-14-A7-00-11-02-7E-FC-B2-42-4D|6321|2021-10-21 14:01:02.143000000|6349
57612|115|9C-81-27-46-5E-CE-C0-3D-82-9C-A7-2D|7919|2021-10-21 16:10:44.733000000|470
57692|49|9B-BC-7E-60-90-D0-DC-FD-45-CA-C9-33|6777|2021-10-22 12:54:14.330000000|296
57768|113|AD-65-DA-D0-25-A0-00-33-1C-D7-EB-8B|8320|2021-10-22 21:00:58.237000000|8280
58897|115|1B-46-00-0D-BA-5F-AB-5D-A6-F2-35-88|2683|2021-10-25 12:52:33.303000000|470
58901|113|3A-51-16-BE-60-95-AF-9E-68-D4-FE-8E|2912|2021-10-25 13:07:24.963000000|296
58903|1137|7D-78-AA-F2-FF-B9-00-1C-2B-65-6B-15|6554|2021-10-25 13:21:47.973000000|296
58904|113|C6-6B-11-7C-91-C5-75-9D-A0-D8-07-8A|7804|2021-10-25 13:27:05.770000000|296
58905|113|2D-19-A5-AC-11-E7-F9-4F-8C-FC-1C-D9|7803|2021-10-25 13:27:24.803000000|296
58906|113|07-F0-39-63-74-1D-F4-52-E4-0B-D7-94|6405|2021-10-25 13:29:47.237000000|296
59003|115|67-C5-04-72-A5-DB-26-66-CA-7B-52-6B|8276|2021-10-26 00:54:13.627000000|539
59018|113|17-C2-66-47-62-C4-80-39-8D-D4-6B-EF|1950|2021-10-26 11:39:33.340000000|470
59063|49|01-76-98-13-08-77-00-39-F2-D8-2F-EC|1584|2021-10-26 15:47:25.273000000|310
59098|115|40-C2-27-D2-22-7F-77-6C-D7-6E-D0-95|8353|2021-10-26 17:29:44.663000000|8495
59163|49|F9-06-DF-26-6A-46-72-46-9B-79-2E-7E|8046|2021-10-27 12:14:21.540000000|265
59164|49|D1-2A-F1-66-4F-8A-85-F9-66-50-BF-EE|8047|2021-10-27 12:18:06.190000000|265
59167|49|41-0A-98-B3-D4-33-6A-3D-21-AD-99-8E|8048|2021-10-27 12:22:25.177000000|560
59260|115|3A-5F-89-C6-40-67-4D-12-28-E1-06-27|8384|2021-10-27 23:35:41.520000000|8280
59268|115|48-AE-B3-7A-09-FE-36-57-54-37-6A-E3|8415|2021-10-28 09:03:15.453000000|267
59283|115|BE-63-D9-E1-0E-1E-DE-B7-11-E8-D1-4D|6372|2021-10-28 11:20:59.743000000|310
59349|113|09-79-45-53-7B-FF-86-50-3B-CD-D3-E6|6620|2021-10-28 17:08:44.457000000|470
59355|4194417|1B-14-CB-CA-A2-FE-7F-A3-F4-D5-AE-50|8216|2021-10-28 17:25:28.027000000|8495
59554|114|D9-A0-5A-08-E0-73-BF-67-25-BB-DC-E6|6286|2021-10-30 00:16:11.190000000|8280
59642|49|87-03-BB-E6-87-00-14-CF-0B-98-D6-9D|8247|2021-11-01 13:25:17.123000000|6349
59655|113|EA-06-92-39-C2-6F-E9-50-F8-09-5B-53|8293|2021-11-01 14:17:59.907000000|296
59681|113|AD-EF-C7-5A-1C-03-77-B1-4D-40-89-4B|7793|2021-11-01 15:38:20.323000000|296
59696|119|14-28-68-6A-3A-7C-47-80-2B-0C-6A-96|1616|2021-11-01 16:37:40.910000000|296
59711|115|BB-33-ED-AA-6C-62-C1-75-3B-4E-8B-36|2374|2021-11-01 17:07:20.560000000|296
59790|113|8F-B3-33-8A-E1-37-E4-0C-9E-35-B7-5E|5013|2021-11-02 13:15:04.713000000|8279
60950|115|BD-CF-4D-C5-ED-A6-66-5E-E7-67-7E-A6|1734|2021-11-03 16:24:54.290000000|6349
60951|65650|20-5B-AC-D6-CB-3F-75-64-43-83-2E-49|6418|2021-11-03 16:30:13.337000000|6349
61080|123|FB-ED-27-F8-00-17-F5-DC-50-10-E0-F8|1520|2021-11-04 17:37:49.760000000|310
61098|113|97-A8-B0-E9-3A-7E-90-4E-9F-40-F2-73|6557|2021-11-04 18:15:37.133000000|263
61154|115|34-9B-43-DC-1E-3F-49-F3-61-C8-F4-68|8259|2021-11-05 09:52:59.490000000|502
61155|113|BB-B8-85-AD-8A-A2-97-9F-97-15-ED-D3|8266|2021-11-05 09:53:09.670000000|502
61164|115|EC-6F-D3-A8-89-62-B2-29-BE-39-4E-F8|8301|2021-11-05 09:55:15.603000000|502
61170|113|21-A5-33-39-93-F2-68-A0-1B-56-F0-15|6516|2021-11-05 09:56:22.787000000|502
62221|115|9E-8C-C8-E0-3E-12-5E-57-11-A3-6E-E1|8372|2021-11-05 14:43:38.103000000|275
62416|113|E3-5D-18-80-4C-E7-E3-7D-4E-93-7F-0C|5086|2021-11-07 18:58:51.967000000|7577
62417|113|C7-5B-38-3B-A5-DC-3D-93-3B-21-9A-FC|7805|2021-11-07 20:39:03.063000000|296
62544|114|50-62-E8-56-58-33-C6-05-BC-05-45-61|1893|2021-11-08 19:50:26.210000000|263
62566|114|41-05-A2-72-BA-32-E8-0E-F9-BF-B5-66|6519|2021-11-09 09:48:53.553000000|296
62589|114|FC-EC-F4-04-EC-1C-A3-99-97-55-56-B7|1754|2021-11-09 11:38:02.593000000|310
63757|113|7A-D6-6B-E2-1E-1B-C5-0B-BB-2A-65-65|8472|2021-11-10 12:55:04.487000000|263
67809|114|6D-52-FB-82-B4-0E-57-DB-A0-34-B5-D9|6508|2021-11-10 18:51:47.047000000|8280
67811|115|5E-18-C8-B6-8F-C2-00-FB-67-A6-7C-0E|1888|2021-11-10 18:58:56.547000000|7577
67826|113|02-F4-50-F4-C0-5B-0B-79-49-7B-81-A1|5113|2021-11-10 19:53:08.973000000|8495
67831|49|B3-64-5D-43-4C-43-97-53-00-A1-92-9A|7857|2021-11-10 19:59:18.887000000|6349
67857|115|A9-15-4A-99-67-4F-E0-40-3F-4C-98-1F|8388|2021-11-10 22:24:28.410000000|8495
68866|113|F4-3E-72-4F-44-8C-27-FD-47-D9-D7-37|6268|2021-11-11 11:14:20.830000000|296
70933|115|B3-FB-60-A5-29-07-18-F6-04-AF-F8-E8|6596|2021-11-11 18:58:01.800000000|296
71024|113|DE-62-19-A6-EE-8E-71-24-0D-15-BE-00|8053|2021-11-12 14:27:51.463000000|6349
71036|113|43-DB-27-A6-E9-C2-E5-2B-2D-04-80-A9|8188|2021-11-12 16:16:03.423000000|6349
72052|4209|B1-30-13-27-FC-C0-C1-19-A5-F4-64-3F|1989|2021-11-12 17:48:26.713000000|8280
72056|115|C7-6C-B9-84-2A-1F-47-11-08-72-18-AF|8304|2021-11-12 17:55:54.353000000|8499
72073|115|CC-4F-ED-92-0E-97-3D-64-C2-21-14-55|5023|2021-11-12 19:18:27.727000000|6349
72089|4194417|F2-08-EC-F3-CA-B3-92-B2-7A-7B-22-98|8219|2021-11-12 21:18:06.063000000|7577
72127|4194417|BC-47-59-03-A2-73-02-CC-2E-BF-00-B2|8442|2021-11-13 16:24:38.037000000|8495
72161|113|71-E9-9F-FF-48-31-E5-02-B7-99-AD-17|2514|2021-11-14 13:03:57.393000000|261
72221|2097267|6C-3B-5C-9B-CF-EC-53-70-CF-D0-5D-4D|6421|2021-11-15 12:50:12.367000000|7821
72290|113|EF-F9-5D-C5-2E-88-BD-EE-22-B6-17-D0|2668|2021-11-15 19:23:59.127000000|6349
72304|115|F7-8A-80-DB-D4-DF-C9-8F-54-7D-4B-76|2763|2021-11-15 21:02:52.610000000|7577
72600|119|8D-9E-09-1F-DE-8F-A0-72-60-0E-45-84|7|2021-11-18 13:56:56.433000000|8279
72667|115|5D-9A-D6-D5-EF-21-0F-BF-E7-B2-2C-DA|1397|2021-11-18 19:10:23.987000000|296
72700|113|0B-71-9A-0D-BB-91-D8-F6-FC-DC-48-51|2328|2021-11-19 12:11:39.753000000|289
72702|115|90-4D-0E-64-C7-0C-AD-94-36-F6-F1-EA|1537|2021-11-19 12:24:18.907000000|296
72797|65651|F5-D1-62-79-A8-8F-23-31-81-A3-28-11|8198|2021-11-19 22:41:42.253000000|8280
73808|113|F8-F8-01-25-31-32-4B-91-49-94-B2-A3|6511|2021-11-20 12:03:55.927000000|7577
73818|2162803|95-27-43-EE-51-BA-04-FD-FA-B3-E0-6A|1788|2021-11-20 13:22:43.493000000|6349
73853|65651|AE-F2-18-A7-66-2E-50-57-DE-FD-97-FA|6548|2021-11-20 18:46:25.610000000|8495
73957|113|DB-66-63-CA-16-C9-6D-E3-6E-22-2E-5F|8057|2021-11-23 13:35:18.300000000|296
73958|21617|B1-34-DE-B1-4A-E6-93-34-CE-BA-7B-F1|1573|2021-11-23 13:37:14.343000000|296
74141|49|D3-5D-C8-99-15-61-ED-CD-C5-F5-08-5C|8466|2021-11-24 16:18:50.880000000|369
74215|115|09-86-53-12-E6-A5-8E-BB-73-F3-E5-AB|11531|2021-11-24 20:01:24.853000000|263
74302|49|18-31-2F-B2-9B-58-40-82-28-76-E7-6C|7899|2021-11-25 17:21:23.573000000|7577
74318|113|D6-45-DE-B0-7B-13-A3-E6-C8-12-21-E4|6728|2021-11-25 18:08:07.100000000|6349
74340|49|3C-AD-38-18-F2-BF-24-53-5A-A2-95-3D|8309|2021-11-25 18:58:13.077000000|296
74406|20593|AD-A6-CE-EC-45-90-27-A9-DA-63-D5-85|2705|2021-11-26 11:46:31.727000000|296
74476|115|E9-90-89-F1-5D-9C-12-E4-81-B9-AD-23|1351|2021-11-26 16:41:09.440000000|8280
74487|65651|EF-95-C3-2C-AA-E8-3E-B8-0D-48-0E-B0|6547|2021-11-26 17:16:01.777000000|6349
74590|119|77-C9-E0-08-31-A0-80-95-FE-9A-3D-6B|1525|2021-11-27 13:24:48.413000000|6349
74670|49|64-17-95-0B-56-5D-97-27-1D-84-0E-A0|6718|2021-11-29 12:27:28.103000000|310
74680|49|10-C8-4A-7E-30-90-7A-BF-74-7F-31-DD|547|2021-11-29 13:30:41.490000000|7578
74709|177|97-AF-32-70-A0-C4-45-F8-64-77-31-C7|1444|2021-11-29 14:59:08.817000000|310
74771|113|A2-87-CC-EF-28-6C-1E-94-7B-B2-AD-1C|2645|2021-11-29 18:41:12.773000000|263
74829|113|9C-D7-F9-C2-CE-01-83-0F-06-A2-80-D4|7981|2021-11-30 12:06:49.100000000|7821
74843|113|CC-48-33-E1-71-D3-7D-CF-EC-8F-02-8F|8271|2021-11-30 12:41:51.720000000|296
74868|115|B9-2A-B1-52-2D-42-26-6F-6A-4E-19-0B|7800|2021-11-30 14:01:28.790000000|6349
74881|113|73-26-52-87-9C-68-3C-08-21-82-93-A4|2780|2021-11-30 14:21:29.230000000|261
74926|113|6F-E1-B6-B7-1E-85-BF-07-1D-B0-69-A0|8003|2021-11-30 17:12:42.063000000|8280
74947|2097271|4B-A3-66-AD-F4-9D-97-22-5E-8C-B4-60|11559|2021-11-30 19:03:46.550000000|263
74958|4198513|74-9E-9F-20-7B-A3-9A-E2-DE-88-BD-82|8371|2021-11-30 19:22:14.510000000|8280
75005|6291571|60-A3-3A-CD-31-FF-64-A5-A6-4B-EC-1F|8452|2021-12-01 12:32:35.313000000|273
75056|115|73-DA-A2-04-E6-B9-BA-3E-99-67-E4-8C|11491|2021-12-01 16:03:31.740000000|470
75208|115|88-DD-03-79-17-02-86-05-A0-D5-FD-4F|1420|2021-12-02 14:07:57.537000000|263
